cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
988,27111757691716,Auto Parts Líder EIRELI,Concessionária,Campinas,SP,Asa Sul,2025-06-29,S
989,98.305.216/9039-22,Comercial Bosch Car LTDA,Rede de autopeças,Recife,PE,Asa Sul,2024-07-03,S
990,47106801770316,Auto Elétrica Prime LTDA,Autopeças independente,Recife,PE,Meireles,2023-08-01,S
991, 72446931729476 ,Auto Elétrica do Sul S/A,Autopeças independente,Recife,PE,Pinheiros,2023-04-26,S
992,40259985193932,Mecânica Cruzeiro LTDA,Auto center,Salvador,BA,Savassi,29/01/2022,S
993,50.496.026/6765-27,Auto Parts Estrada S/A,E-commerce de peças,Curitiba,PR,Ipanema,2023-09-27,N
994,08864067560208,Auto Elétrica Turbo S/A,Retífica de motores,Manaus,AM,Boa Viagem,2024-08-12,S
995,43904489093225,AUTO PARTS VELOZ EIRELI,Autopeças independente,Salvador,BA,Batel,2025-02-25,S
996,55019354503698,Distribuidora Ouro S/A,E-commerce de peças,Campinas,SP,Barra,2021-07-24,S
997,43629620805983,Centro Automotivo Master S/A,E-commerce de peças,Belo Horizonte,MG,Cambuí,2025-06-03,S
998,59992012376317,Retífica Potência LTDA,Oficina mecânica,Recife,PE,Pinheiros,2022-02-03,S
999,19375919226713,Centro Automotivo Cruzeiro ME,Funilaria e pintura,Porto Alegre,RS,Asa Sul,2024-02-10,S
1000,86461209617300,Rede Pista EIRELI,E-commerce de peças,Belo Horizonte,MG,Boa Viagem,20/06/2021,S
1001,53550514321914,PEÇAS E SERVIÇOS DIAMANTE LTDA ME,Autopeças independente,Rio de Janeiro,RJ,Aldeota,2023-05-04,S
1002,79.254.221/8834-58,AUTO PARTS NOBRE LTDA ME,Autopeças independente,Porto Alegre,RS,Vila Madalena,2024-01-21,S
1003,93.332.998/6515-90,Auto Elétrica Paulista LTDA,E-commerce de peças,Recife,PE,Cambuí,2023-09-28,S
1004,88382567262084,Peças e Serviços Bosch Car ME,Concessionária,Salvador,BA,Cambuí,2022-06-10,S
1005,96.282.225/0182-56,LOJA NACIONAL S/A,E-commerce de peças,Rio de Janeiro,RJ,Asa Sul,2023-09-23,S
1006,01223414992900,Importadora Bandeirante LTDA ME,Auto center,Campinas,SP,Asa Sul,2022-04-30,S
1007,09563217400391,COMÉRCIO DE PEÇAS POTÊNCIA ME,Retífica de motores,Salvador,BA,Meireles,2024-05-22,S
1008,22.471.193/6006-08,Comercial Guará EIRELI,Autopeças independente,Belo Horizonte,MG,Vila Madalena,2023-11-12,S
1009,76264385009537,PEÇAS E SERVIÇOS PRIME ME,Retífica de motores,São Paulo,SP,Savassi,2025-11-08,S
1010,61094416423165,Peças e Serviços Aurora LTDA ME,E-commerce de peças,Curitiba,PR,Pituba,2023-02-14,S
1011,85760634942904,Auto Center Roda Livre LTDA,Auto center,Recife,PE,Aldeota,2022-04-08,N
1012,79993242024837,Distribuidora Ipê ME,E-commerce de peças,Rio de Janeiro,RJ,Ipanema,2022-12-11,S
1013,38694790254853,Casa das Peças Potência S/A,Concessionária,Salvador,BA,Aldeota,2022-07-19,S
1014,64100953855742,Loja Potência S/A,E-commerce de peças,Brasília,DF,Jardins,2024-02-27,S
1015,78146047614378,Distribuidora Apex LTDA ME,Funilaria e pintura,Curitiba,PR,Moema,2021-09-27,S
1016,56467263681541,Peças e Serviços Roda Livre LTDA ME,Autopeças independente,Fortaleza,CE,Boa Viagem,2021-10-04,S
1017,08.450.786/0435-66,Rede Brasil LTDA ME,Autopeças independente,Rio de Janeiro,RJ,Vila Madalena,2024-06-25,S
1018,30677306718222,Casa das Peças Pista EIRELI,Auto center,Curitiba,PR,Centro,2022-04-24,S
1019,88653859067396,Auto Center Central S/A,Concessionária,Fortaleza,CE,Bela Vista,2023-07-11,S
1020,05.504.922/1704-86,Mecânica Roda Livre LTDA,Rede de autopeças,Recife,PE,Meireles,26/03/2024,S
1021,16.290.739/9289-19,IMPORTADORA POTÊNCIA ME,Auto center,São Paulo,SP,Cambuí,2021-08-30,S
1022,37170864942694,IMPORTADORA BOSCH CAR EIRELI,Funilaria e pintura,Curitiba,PR,Centro,29/04/2026,S
1023,99670692195873,Casa das Peças Bandeirante S/A,Concessionária,Salvador,BA,Asa Sul,2024-08-28,S
1024,02178167806643,Importadora do Sul EIRELI,Autopeças independente,Curitiba,PR,Batel,2024-01-12,S
1025,81503701709264,REDE REAL S/A,Autopeças independente,Campinas,SP,Jardins,2024-06-06,S
1026,72.628.296/8244-85,Distribuidora Central S/A,Autopeças independente,Rio de Janeiro,RJ,Cambuí,2024-07-02,S
1027,74.116.806/9196-12,Importadora Garra LTDA,Concessionária,Belo Horizonte,MG,Centro,2022-01-08,S
1028, 70263444359624 ,REDE NOBRE ME,Auto center,Rio de Janeiro,RJ,Setor Bueno,2022-10-18,S
1029, 24253690912375 ,Auto Center Potência LTDA ME,E-commerce de peças,Campinas,SP,Jardins,2026-03-19,S
1030,70.243.652/4055-36,Importadora Central LTDA ME,Retífica de motores,Recife,PE,Asa Sul,2023-03-28,S
1031,64882159773854,Auto Peças Master LTDA ME,Funilaria e pintura,Curitiba,PR,Pinheiros,2022-06-05,S
1032,98649125949722,Auto Peças Fênix LTDA ME,Concessionária,Goiânia,GO,Vila Madalena,2024-05-21,S
1033,06.661.799/6235-69,Auto Peças Garra S/A,Funilaria e pintura,Belo Horizonte,MG,Pinheiros,2023-10-21,S
1034,77925604134820,Retífica Potência LTDA,E-commerce de peças,Fortaleza,CE,Bela Vista,2021-09-26,S
1035,12.260.001/4407-62,CASA DAS PEÇAS DO SUL ME,E-commerce de peças,Goiânia,GO,Setor Bueno,2024-04-17,S
1036,13410389752872,CENTRO AUTOMOTIVO AURORA LTDA ME,Rede de autopeças,Goiânia,GO,Batel,2024-06-26,S
1037,59208235309766,Importadora Real LTDA ME,E-commerce de peças,São Paulo,SP,Higienópolis,2024-02-05,S
1038,56820175307966,Auto Center Líder LTDA ME,Rede de autopeças,São Paulo,SP,Setor Bueno,2024-02-09,S
1039,43.474.125/3137-95,Centro Automotivo Bosch Car ME,Auto center,São Paulo,SP,Moema,2024-10-24,S
1040,03619202599919,Comércio de Peças Max LTDA,Funilaria e pintura,Salvador,BA,Boa Viagem,2023-07-23,S
1041,47.489.047/6078-62,Auto Peças Pista LTDA ME,Retífica de motores,Porto Alegre,RS,Moema,2023-05-29,S
1042,08517328951456,Comercial Rodovia S/A,Autopeças independente,Campinas,SP,Bela Vista,2023-08-04,N
1043,81157449653916,Distribuidora Pista EIRELI,Auto center,Salvador,BA,Barra,2024-05-28,S
1044,45.418.403/9822-18,Importadora Potência LTDA,Rede de autopeças,São Paulo,SP,Ipanema,2024-07-14,S
1045,86.407.880/2652-95,Retífica Ultra S/A,Rede de autopeças,Brasília,DF,Meireles,29/02/2024,S
1046,62303974408806,Casa das Peças Nacional ME,Auto center,Salvador,BA,Savassi,2026-05-13,S
1047,18.431.132/6611-58,Auto Center Aurora LTDA ME,Autopeças independente,Goiânia,GO,Savassi,15/02/2023,S
1048,60.472.205/3970-77,Auto Elétrica Real LTDA,E-commerce de peças,Campinas,SP,Batel,2023-02-21,S
1049,17146199539467,Loja Diamante ME,Concessionária,Curitiba,PR,Pinheiros,2022-07-01,S
1050,30261840257870,Loja Brasil LTDA,Rede de autopeças,Salvador,BA,Jardins,2023-06-17,S
1051,60502816409891,Auto Parts Ouro ME,Autopeças independente,Curitiba,PR,Barra,2024-08-10,S
1052,52094523759795,Distribuidora Ultra LTDA,Concessionária,Belo Horizonte,MG,Higienópolis,2023-05-17,S
1053,75745449205489,Mecânica Speed LTDA,Oficina mecânica,Belo Horizonte,MG,Centro,2023-02-03,S
1054,89655834456622,Comércio de Peças Ipê LTDA ME,Auto center,Rio de Janeiro,RJ,Barra,2026-01-19,S
1055,16248607047266,Mecânica Aurora EIRELI,Retífica de motores,Recife,PE,Ipanema,2025-08-28,S
1056,01.731.671/5605-87,Auto Elétrica do Sul LTDA,Concessionária,Campinas,SP,Cambuí,2025-01-11,S
1057,40645315790571,Rede Nova Era S/A,Retífica de motores,Goiânia,GO,Vila Madalena,2021-06-17,S
1058,69365618335974,Auto Parts Guará LTDA,Autopeças independente,Porto Alegre,RS,Barra,2021-07-14,S
1059,77.184.301/9220-95,Auto Elétrica Potência S/A,Funilaria e pintura,Manaus,AM,Meireles,2022-03-31,S
1060,39.644.028/2532-67,Comercial Guará LTDA ME,Concessionária,Belo Horizonte,MG,Barra,24/07/2022,S
1061,23852023209140,Auto Peças Master S/A,Funilaria e pintura,Manaus,AM,Batel,2024-04-21,S
1062,71998290755154,Importadora Aurora LTDA ME,Autopeças independente,Porto Alegre,RS,Moema,2025-10-04,S
1063,10.064.332/2622-77,Auto Center Pista S/A,Funilaria e pintura,Curitiba,PR,Jardins,2022-01-18,S
1064,47070385036059,Loja do Sul EIRELI,E-commerce de peças,Recife,PE,Jardins,2026-01-29,S
1065,40.274.067/5826-76,Auto Center Vitória LTDA,Autopeças independente,Manaus,AM,Barra,2023-11-24,S
1066,85646149745979,Centro Automotivo Econômica S/A,Auto center,Curitiba,PR,Moema,2025-04-11,S
1067,86099550493266,Auto Parts Pista LTDA ME,Funilaria e pintura,Manaus,AM,Savassi,2025-01-13,S
1068,98.115.948/5340-01,Loja Popular ME,Rede de autopeças,Brasília,DF,Bela Vista,2023-08-25,S
1069,74225678718882,CENTRO AUTOMOTIVO FÊNIX S/A,Auto center,Porto Alegre,RS,Setor Bueno,21/02/2026,N
1070,06134956479984,Retífica Paulista S/A,Rede de autopeças,Brasília,DF,Pinheiros,30/07/2025,S
1071,83097236108092,Comercial Nacional LTDA ME,Concessionária,Campinas,SP,Cambuí,2025-10-16,S
1072,86.457.865/5575-12,Centro Automotivo Aurora LTDA,E-commerce de peças,Campinas,SP,Aldeota,2023-03-30,S
1073,82405166545122,Rede Marajó S/A,E-commerce de peças,Recife,PE,Setor Bueno,2023-03-26,N
1074,38.686.083/5701-70,Casa das Peças Potência EIRELI,Autopeças independente,Curitiba,PR,Meireles,18/04/2023,S
1075,02050898309413,Loja Vitória LTDA,Autopeças independente,Recife,PE,Pituba,2023-02-28,S
1076,72452841356948,Retífica Cruzeiro EIRELI,Autopeças independente,Goiânia,GO,Pinheiros,2024-08-06,S
1077,48095739405980,Distribuidora Cruzeiro S/A,Rede de autopeças,Fortaleza,CE,Batel,2023-11-19,S
1078,31589258490734,Distribuidora Rota LTDA ME,Auto center,São Paulo,SP,Vila Madalena,2024-12-08,S
1079,51418648230882,Comercial Paulista EIRELI,Rede de autopeças,Goiânia,GO,Vila Madalena,2022-11-16,S
1080,32.605.869/4276-74,Comercial Cruzeiro LTDA ME,Funilaria e pintura,Campinas,SP,Meireles,29/11/2025,S
1081,15.181.788/2426-55,Auto Elétrica Econômica ME,Autopeças independente,Campinas,SP,Batel,2021-07-06,S
1082,17989022379006,Importadora Turbo EIRELI,Auto center,Fortaleza,CE,Aldeota,2022-11-24,S
1083,41.767.553/9818-89,Comercial Potência LTDA,Funilaria e pintura,Manaus,AM,Moema,12/06/2024,S
1084,08945896268384,Retífica Master LTDA,Rede de autopeças,Goiânia,GO,Centro,2021-08-01,S
1085,12396121905188,Casa das Peças Econômica S/A,Rede de autopeças,Recife,PE,Centro,2026-04-04,S
1086,06690107923729,Rede Cruzeiro S/A,Funilaria e pintura,Fortaleza,CE,Vila Madalena,2026-03-21,S
1087,70350675789683,Loja Fortaleza LTDA ME,Auto center,Goiânia,GO,Savassi,07/08/2023,S
1088,31.555.057/0521-87,Comércio de Peças Ouro EIRELI,E-commerce de peças,Campinas,SP,Bela Vista,2023-06-04,S
1089,14147012350368,Auto Elétrica Popular LTDA,Rede de autopeças,Rio de Janeiro,RJ,Aldeota,2026-06-05,S
1090,97.802.344/5684-46,Retífica Fortaleza LTDA ME,E-commerce de peças,Fortaleza,CE,Vila Madalena,2022-01-07,S
1091,16.329.573/7831-59,Importadora Nova Era LTDA ME,Concessionária,São Paulo,SP,Bela Vista,2021-11-16,S
1092,30291585423324,Rede Rota EIRELI,Oficina mecânica,Brasília,DF,Asa Sul,2024-02-29,S
1093,66.073.446/7462-15,AUTO ELÉTRICA CENTRAL LTDA ME,E-commerce de peças,Goiânia,GO,Savassi,17/06/2021,S
1094,05022181698141,Casa das Peças Fênix LTDA ME,E-commerce de peças,Fortaleza,CE,Jardins,2023-05-24,S
1095,83.774.029/2864-33,Rede Max LTDA,Rede de autopeças,Porto Alegre,RS,Pinheiros,2024-07-05,S
1096,18366771966661,Auto Parts Pista ME,Rede de autopeças,Belo Horizonte,MG,Jardins,2025-07-18,S
1097,23.499.801/3768-36,Mecânica Ultra LTDA ME,Autopeças independente,Belo Horizonte,MG,Cambuí,07/12/2021,S
1098,46144092335174,Importadora Bandeirante LTDA ME,Rede de autopeças,Porto Alegre,RS,Savassi,2022-06-15,S
1099,72631995695592,Loja Ultra LTDA,Auto center,Curitiba,PR,Jardins,2023-08-24,N
1100,50255134448672,Mecânica Vitória EIRELI,Funilaria e pintura,Brasília,DF,Barra,2023-08-29,S
1101,45461574932511,Auto Elétrica Nova Era LTDA ME,Auto center,Rio de Janeiro,RJ,Cambuí,18/03/2023,S
1102,04.095.437/7661-83,CENTRO AUTOMOTIVO DO SUL LTDA,Oficina mecânica,Belo Horizonte,MG,Higienópolis,2024-05-18,S
1103,14391511436786,Importadora Aurora LTDA,Autopeças independente,Curitiba,PR,Savassi,2023-09-18,N
1104,68.564.257/0680-26,Importadora Cruzeiro EIRELI,Funilaria e pintura,Campinas,SP,Boa Viagem,2021-06-05,S
1105, 06002302865505 ,Peças e Serviços Nacional LTDA,Retífica de motores,Curitiba,PR,Pituba,2024-12-07,N
1106,14.599.201/6633-82,Comercial Prime EIRELI,E-commerce de peças,Salvador,BA,Batel,18/01/2025,S
1107,05.620.190/1134-84,Mecânica Nobre ME,Funilaria e pintura,Belo Horizonte,MG,Bela Vista,2024-12-13,S
1108,32394564523428,Auto Peças Cruzeiro LTDA ME,E-commerce de peças,Rio de Janeiro,RJ,Boa Viagem,2022-06-06,S
1109,66.342.095/3677-34,Rede Cruzeiro LTDA ME,Oficina mecânica,Brasília,DF,Ipanema,2021-06-16,S
1110,52.665.591/4762-53,Mecânica Veloz EIRELI,Rede de autopeças,Rio de Janeiro,RJ,Ipanema,2025-11-01,S
1111,95247466535389,Retífica Brasil ME,Oficina mecânica,Recife,PE,Pinheiros,2026-06-12,S
1112,24.157.127/6383-54,MECÂNICA ESTRADA EIRELI,E-commerce de peças,Goiânia,GO,Vila Madalena,2023-06-24,S
1113,06168249793998,Rede Real LTDA,Oficina mecânica,Goiânia,GO,Bela Vista,2024-03-27,S
1114,71.030.737/2607-20,Retífica Guará LTDA,Rede de autopeças,Manaus,AM,Batel,2024-02-19,S
1115,93121463947625,Centro Automotivo Potência EIRELI,Concessionária,Porto Alegre,RS,Meireles,2023-02-10,S
1116,91.729.940/3694-81,Auto Parts Nova Era S/A,Rede de autopeças,Curitiba,PR,Vila Madalena,2025-10-29,S
1117,06.833.539/1016-12,Peças e Serviços Nobre ME,Autopeças independente,Campinas,SP,Asa Sul,16/09/2022,S
1118,13334437673481,Comércio de Peças Speed LTDA,E-commerce de peças,São Paulo,SP,Pituba,2026-03-31,S
1119,14811604991004,Auto Parts Real S/A,Autopeças independente,São Paulo,SP,Vila Madalena,2023-10-07,S
1120,68.019.903/4213-48,Auto Peças Ipê ME,E-commerce de peças,Rio de Janeiro,RJ,Moema,2022-10-28,S
1121,79179138601571,Centro Automotivo Pista LTDA,Retífica de motores,Manaus,AM,Setor Bueno,2024-03-09,S
1122,24702881411287,Retífica Max S/A,Auto center,São Paulo,SP,Vila Madalena,2022-12-29,S
1123,57646391381074,AUTO PARTS MASTER EIRELI,Rede de autopeças,Brasília,DF,Batel,2024-01-18,S
1124,01315350696261,Casa das Peças Max EIRELI,Oficina mecânica,Porto Alegre,RS,Pituba,2022-05-23,S
1125,02.547.179/8994-88,Loja Pista S/A,E-commerce de peças,Rio de Janeiro,RJ,Jardins,2022-08-28,N
1126,95.675.635/5842-27,Casa das Peças Motor EIRELI,Rede de autopeças,Rio de Janeiro,RJ,Centro,2024-03-09,S
1127,70014413068624,Comercial Onix LTDA,Auto center,São Paulo,SP,Vila Madalena,11/06/2024,S
1128,04172820762381,Comercial Roda Livre ME,Concessionária,Goiânia,GO,Boa Viagem,2023-12-27,S
1129,40847528359994,Distribuidora Líder EIRELI,Autopeças independente,Belo Horizonte,MG,Savassi,2024-12-04,S
1130,13.505.357/2289-20,Rede Ultra LTDA,Oficina mecânica,Rio de Janeiro,RJ,Aldeota,2022-03-22,S
1131,28010419453419,Centro Automotivo Real EIRELI,Concessionária,São Paulo,SP,Higienópolis,2022-10-21,S
1132,42802188930635,Auto Center Apex LTDA ME,Autopeças independente,Fortaleza,CE,Savassi,2021-11-17,S
1133,39743699055855,Auto Peças Rota S/A,E-commerce de peças,Rio de Janeiro,RJ,Boa Viagem,2021-11-27,S
1134,06969045289860,Auto Parts Estrada LTDA ME,Rede de autopeças,Manaus,AM,Aldeota,2024-10-20,S
1135,70.165.276/1368-14,Retífica Marajó S/A,Funilaria e pintura,Salvador,BA,Pituba,02/09/2025,S
1136,92.964.447/7250-84,Loja Pista EIRELI,E-commerce de peças,Goiânia,GO,Jardins,2025-01-23,S
1137, 24155369158557 ,CASA DAS PEÇAS FORTALEZA LTDA ME,Autopeças independente,Fortaleza,CE,Pinheiros,2023-02-02,N
1138,25703332959452,Centro Automotivo Estrada ME,Oficina mecânica,Porto Alegre,RS,Barra,2023-06-04,N
1139,29.662.991/7217-42,Auto Elétrica Motor LTDA ME,Autopeças independente,São Paulo,SP,Boa Viagem,2023-11-22,S
1140,39266937063250,Comercial do Sul EIRELI,Concessionária,Salvador,BA,Ipanema,2025-04-25,N
1141,06190193335937,Comercial Brasil LTDA,Autopeças independente,Belo Horizonte,MG,Cambuí,2024-11-03,S
1142, 22564718559407 ,Auto Center Bandeirante EIRELI,Concessionária,Recife,PE,Ipanema,2021-06-03,S
1143,23.167.781/4564-74,Distribuidora Fênix EIRELI,Retífica de motores,Curitiba,PR,Savassi,2023-04-19,S
1144,77.666.505/2761-20,Distribuidora Pista LTDA,Oficina mecânica,Campinas,SP,Moema,2024-11-28,S
1145,02.231.167/8706-76,Auto Center Estrada LTDA ME,Concessionária,Goiânia,GO,Ipanema,2023-07-11,S
1146,26.848.563/7114-29,Auto Peças Ultra LTDA ME,Autopeças independente,Rio de Janeiro,RJ,Barra,2024-10-12,S
1147,92313246598669,Importadora Brasil S/A,E-commerce de peças,Brasília,DF,Pituba,2026-01-04,S
1148,15.382.011/4065-26,Centro Automotivo Nova Era EIRELI,Rede de autopeças,Goiânia,GO,Batel,20/06/2022,S
1149, 55337565697648 ,Loja Prime EIRELI,Rede de autopeças,Porto Alegre,RS,Setor Bueno,2022-03-13,S
1150,04.625.069/2965-68,PEÇAS E SERVIÇOS ONIX LTDA ME,Concessionária,Rio de Janeiro,RJ,Aldeota,2022-10-19,S
1151,72.935.097/9344-21,Mecânica Estrada LTDA,E-commerce de peças,Manaus,AM,Meireles,2023-12-08,S
1152,78045797251840,Comércio de Peças Aurora LTDA ME,Concessionária,Fortaleza,CE,Batel,2025-04-24,S
1153,72.094.516/7670-63,Rede Motor ME,Concessionária,Curitiba,PR,Moema,2022-05-22,S
1154,00848426483336,Auto Elétrica Aurora ME,Rede de autopeças,Belo Horizonte,MG,Higienópolis,2022-02-20,S
1155,13.605.494/6920-85,Peças e Serviços Anhanguera ME,Autopeças independente,Fortaleza,CE,Ipanema,27/04/2022,S
1156,93.500.115/4617-58,Auto Elétrica Ipê S/A,Autopeças independente,Rio de Janeiro,RJ,Jardins,2024-05-02,S
1157,10404315668513,Loja Onix ME,Retífica de motores,Campinas,SP,Aldeota,12/06/2026,S
1158,03090168564717,Casa das Peças Bosch Car LTDA,Autopeças independente,Brasília,DF,Aldeota,2022-02-21,S
1159,16988371611586,Comércio de Peças Motor S/A,Rede de autopeças,Campinas,SP,Pinheiros,17/04/2022,S
1160,83326170505835,Loja Popular LTDA ME,Retífica de motores,Goiânia,GO,Batel,2023-08-10,S
1161,53399824266217,Auto Peças Rota S/A,Autopeças independente,Curitiba,PR,Vila Madalena,19/12/2021,S
1162,93.030.285/3272-76,Retífica Econômica LTDA,Funilaria e pintura,Fortaleza,CE,Jardins,2022-04-05,S
1163,85461308730897,Auto Peças Nova Era ME,Autopeças independente,Belo Horizonte,MG,Boa Viagem,2023-12-20,S
1164,77118425278630,CENTRO AUTOMOTIVO ULTRA ME,Concessionária,Fortaleza,CE,Asa Sul,2024-11-24,S
1165,47305777196199,Auto Parts Paulista LTDA ME,Rede de autopeças,Porto Alegre,RS,Vila Madalena,2025-09-09,S
1166,96833440095224,Casa das Peças Guará ME,Rede de autopeças,Goiânia,GO,Meireles,23/11/2023,S
1167,21.914.390/7054-73,Rede Brasil S/A,Oficina mecânica,Belo Horizonte,MG,Cambuí,2024-12-26,N
1168,10162600802658,Comércio de Peças Vitória S/A,E-commerce de peças,Manaus,AM,Higienópolis,2021-06-18,S
1169,35488357192149,Auto Peças Motor ME,Retífica de motores,Curitiba,PR,Bela Vista,2022-05-30,S
1170,64320317266528,AUTO PEÇAS PAULISTA ME,Oficina mecânica,Campinas,SP,Pituba,2023-11-16,S
1171,00.020.860/1460-51,Auto Parts Guará ME,Oficina mecânica,Porto Alegre,RS,Savassi,2024-07-14,S
1172,30335636930100,Mecânica Vitória LTDA ME,Funilaria e pintura,Campinas,SP,Centro,2024-06-16,S
1173,80283541589290,Distribuidora Líder LTDA ME,Funilaria e pintura,Porto Alegre,RS,Barra,2025-05-27,S
1174,28081226815947,Auto Elétrica Diamante LTDA,Autopeças independente,Recife,PE,Moema,2023-03-26,N
1175,83309673979842,Auto Center Real ME,Retífica de motores,Salvador,BA,Barra,2024-02-21,S
1176,50167671877628,AUTO ELÉTRICA REAL LTDA ME,Funilaria e pintura,Recife,PE,Ipanema,2021-08-17,N
1177,62762922666788,Auto Elétrica Apex LTDA ME,Funilaria e pintura,Manaus,AM,Pinheiros,2024-08-10,S
1178,22898907499359,PEÇAS E SERVIÇOS REAL LTDA ME,Oficina mecânica,Salvador,BA,Vila Madalena,2025-07-29,S
1179,76408385805014,Centro Automotivo Nova Era LTDA ME,Retífica de motores,Goiânia,GO,Meireles,2023-12-21,S
1180,95651887114860,Peças e Serviços Titan S/A,Oficina mecânica,Belo Horizonte,MG,Asa Sul,2024-05-10,S
1181,28787570302930,Distribuidora Estrada LTDA,Oficina mecânica,Campinas,SP,Pinheiros,2025-02-01,S
1182,74.290.695/2223-36,Peças e Serviços Garra LTDA,Autopeças independente,São Paulo,SP,Pituba,2023-06-28,S
1183,24266249753740,Auto Elétrica Turbo EIRELI,Retífica de motores,São Paulo,SP,Ipanema,2022-11-03,S
1184,74068735445345,Distribuidora Rodovia LTDA ME,Rede de autopeças,Campinas,SP,Bela Vista,2024-04-20,S
1185,48348358626736,Comércio de Peças Brasil LTDA,Oficina mecânica,Manaus,AM,Aldeota,2022-06-22,S
1186,70.894.326/9834-43,Casa das Peças Fortaleza EIRELI,Oficina mecânica,Brasília,DF,Setor Bueno,2022-04-04,S
1187,50928467200734,Auto Parts Veloz LTDA ME,Funilaria e pintura,São Paulo,SP,Pituba,2023-09-15,S
1188,54503801625851,Auto Peças Real LTDA,Autopeças independente,Goiânia,GO,Higienópolis,2025-01-14,S
1189,53.127.943/3795-31,Mecânica Rodovia EIRELI,Oficina mecânica,Curitiba,PR,Boa Viagem,2025-05-03,S
1190,74286625108573,REDE MARAJÓ LTDA,Oficina mecânica,Belo Horizonte,MG,Vila Madalena,2025-08-25,S
